cover,artwork name,song genre,artist,song title,artistic category,mood,year,collections
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224137.jpeg,Euphoria in Motion,Psychedelic,Tame Impala,Liquid Symphony,Abstract,Euphoric,"Vibrant, Colorful, Red, Blue, Purple","Trippy, Contemporary, Festival"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource450.jpg,Dreamy Nature's Reflection,Indie,Bon Iver,Holocene Reflections,Abstract,"Calming, Euphoric","Green, Purple, Brown","Trippy, Contemporary, Forest"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource478.jpg,Echoes in Motion,Psychedelic,Tame Impala,Waves of Light,Abstract,Lonely,Black And White,"Trippy, Contemporary, Hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224168.jpeg,Ombre Horizons,Psychedelic Indie,Tame Impala,Ombre Horizons,Abstract Nature,Calming,Green Pink Yellow Brown,Summer Beach Trippy Boho
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource249.jpg,Reflections of Eternity,Ambient,Bon Iver,Dreamscape Horizon,Surreal,Calming,"Blue, Cool Tone, Gray, White, Green","Surreal, Beach, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241132.jpeg,Electric Vortex of Vitality,Psychedelic,Tame Impala,Energy Flow,Abstract,Euphoric,"Vibrant, Green, Purple, Blue, Neutral","Trippy, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource569.jpg,Autumn Pixels in Motion,Psychedelic,Tame Impala,Autumn Reverie,"Abstract, Nature",Wanderlust,"Vibrant, Warm Tone, Orange, Brown, Green","Forest, Boho, Fall, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource54.jpg,Vibrant Forest Reverie,Psychedelic,Tame Impala,Blooming Waves,"Abstract, Nature",Euphoric,"Vibrant, Colorful, Green, Red, Orange","Forest, Trippy, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource291.jpg,Ripples in the Void,Indie,Radiohead,Echoes of Solitude,Abstract,Lonely,Black And White,"Trippy, Contemporary, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource825.jpeg,Dynamic Color Play,Psychedelic,Tame Impala,Feels Like We Only Go Backwards,Abstract,Euphoric,Colorful,"Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90063.jpeg,Kaleidoscopic Momentum,Psychedelic,Tame Impala,Euphoric Motion,Abstract,Euphoric,"Vibrant, Colorful, Red, Green, Blue","Festival, Trippy, Nature"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource285.jpg,Iridescent Skies,Psychedelic,Tame Impala,Golden Horizons,Abstract,"Calming, Euphoric","Vibrant, Blue, Yellow, Purple, Golden","Trippy, Contemporary, Summer, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource2.jpg,Echoes of Blue,Indie,Bon Iver,Shades of the Unknown,Surreal,Calming,"Blue, Dark","Trippy, Space, Contemporary, Hipstoric"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFMJB6.jpeg,Tranquil Dreams in Flight,Indie Dream Pop,Florence and the Machine,Wings of Serenity,Abstract,Calming,"Pink, Purple, Blue, White","Contemporary, Trippy, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource78.jpg,Misty Dreams of a Forest Sky,Indie,Bon Iver,Forest Reverie,Abstract,Calming,"Blue, Green, Cool Tone","Forest, Trippy, Stoner, Hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource107.jpg,Shadows in the Forest,Psychedelic,Pink Floyd,Whisper of the Trees,Nature,Calming,"Dark, Brown","Forest, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC1102241105.jpeg,Electric Bluescape,Psychedelic,Tame Impala,Electric Bluescape,"Abstract, Urban","Calming, Mysterious","Blue, Vibrant","Neon, Trippy, Contemporary, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324132.jpeg,Dreamy Nightscape Through a Windshield,Psychedelic,Tame Impala,Blurred Lights Symphony,Abstract,Calming,"Vibrant, Orange, Yellow, Red, Blue","Contemporary, Trippy, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource39.jpg,Tranquil Sunset Hues,Indie,Tame Impala,Ocean Reverie,Abstract,Calming,"Orange, Pink, Blue, Purple, Warm Tone","Beach, Summer, Boho, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource515.jpg,Rays of Serenity,Indie,Tame Impala,Rays of Serenity,"Abstract, Nature","Calming, Euphoric","Vibrant, Green, Yellow, Blue, Purple","Trippy, Forest, Nature, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324178.jpeg,Euphoric Purple Dreams,Indie,Florence and the Machine,Cosmic Love,Abstract,Euphoric,Purple,"Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90027.jpeg,Illuminated Solitude,Psychedelic,Tame Impala,Echoes of Light,Abstract,Lonely,Black And White,"Neon, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource553.jpg,Sunset Serenade,Indie Ambient,Aurora,Whispers of the Sea,"Beach, Nature",Calming,"Pink, Orange, Blue, Purple","Beach, Surf, Summer, Trippy, Boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource345.jpg,Cosmic Ripples,Indie,Tame Impala,Oceanic Dreams,Abstract,"Calming, Wanderlust","Cool Tone, Blue, Black","Trippy, Space, Beach, Retro, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource674.jpg,Dynamic Euphoria,Neo-Psychedelic,Tame Impala,Let It Happen,Abstract,Euphoric,"Blue, Yellow, Purple, Tan, Brown","Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource327.jpg,Reflections of Blue Mystery,Psychedelic,Tame Impala,Echoes in Deep Blue,Surreal,Euphoric,"Blue, Cool Tone","Trippy, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource91.jpg,Harmonious Shadows,Psychedelic,Tame Impala,Light in the Void,Abstract,Calming,"Dark, Vibrant","Contemporary, Trippy, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource817.jpeg,Serenity Tracks in Abstract Greenscape,Indie,Bon Iver,Tracks of Time,Abstract,Calming,"Vibrant, Green, Yellow, Orange","Forest, Trippy, Stoner, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource686.jpg,The Eye of the Swirl,Psychedelic Rock,Pink Floyd,Eye of the Storm,Abstract,Euphoric,"Vibrant, Colorful, Blue, Yellow, Green","Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324120.jpeg,Radiant Dreams,Psychedelic,Tame Impala,Echoes of Light,Abstract,"Calming, Euphoric","Purple, Pink, Blue, Vibrant","Contemporary, Trippy, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource466.jpg,Frosted Eclipse,Psychedelic,Tame Impala,Spiral Gleam,Abstract,Calming,"Red, White, Orange, Brown, Gray","Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource366.jpg,Reflective Reverie,Psychedelic,Tame Impala,Mirror of Dreams,Abstract,Dreamy,"Vibrant, Colorful, Warm","Trippy, Neon, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource392.jpg,Calm Wanderings in Cool Tones,Ambient Psychedelic,Tycho,Patterns of Calm,Abstract,Calming,"Blue, Pink, Purple, Cool Tone","Trippy, Contemporary, Boho"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsR19.jpeg,Swirling Dreamscape,Psychedelic Indie,Tame Impala,Echoing Spirals,Abstract,"Calming, Euphoric","Yellow, Blue, Orange, Red, Dark","Trippy, Space, Graffiti, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99021.jpeg,Dreamscape Journey,Psychedelic,Pink Floyd,Endless Horizons,Abstract,Calming,"Blue, White, Neutral, Cool Tones","Forest, Trippy, Adventure"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource639.jpg,Mystic Forest Symphony,Psychedelic,Tame Impala,Wanderlust Awakens,"Abstract, Nature",Euphoric,"Vibrant, Yellow, Blue, Purple, Green, Pink, Brown","Forest, Contemporary, Spring, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324131.jpeg,Vibrant Heartbeat Through the Glass,Psychedelic,Tame Impala,Blurred Worlds,Abstract,Euphoric,"Vibrant, Red, Green, Blue","Graffiti, Urban, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC11022417.jpeg,Serene Flow,Indie,Bon Iver,Riverscape Dreams,"Abstract, Nature",Calming,"Green, Yellow, Warm Tone","Forest, Boho, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource277.jpg,Infinite Waves of Green,Indie,Fleet Foxes,The Grassland Dream,Abstract Nature,Calming,Green Cool Tone,Forest Trippy Spring
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource304.jpg,Echoes of Emerald Night,Psychedelic,Pink Floyd,Green Reverie,Surreal,Lonely,"Green, Dark, Cool Tone","Trippy, Neon, Stoner"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource233.jpg,Circular Metropolis Dreamscape,Psychedelic,Tame Impala,Spiraling Horizons,Abstract,Euphoric,Vibrant,"Trippy, Urban, Space, Beach, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource432.jpg,Flowing Vibrance,Psychedelic,Tame Impala,Colors in Motion,Abstract,Calming,"Blue, Yellow, Green, Purple","Contemporary, Trippy, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource116.jpg,City of Sprawl,Psychedelic,Tame Impala,Dreamscape Echoes,"Abstract, Urban","Calming, Wanderlust","Purple, Neutral, Cool Tone","Contemporary, Trippy, Urban"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource633.jpg,Eternal Mystique,Indie,Unknown Reality,Shadows of Infinity,Abstract,Calming,"Dark, Blue, Black And White, Cool Tone","Space, Beach, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource518.jpg,Ethereal Vibrance,Psychedelic,Tame Impala,Blurred Horizons,Abstract,Calming And Euphoric,"Vibrant, Green, Yellow, Blue","Trippy, Festival, Contemporary, Boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241138.jpeg,Radiant Fragments,Psychedelic,Tame Impala,"""Color Cascade""",Abstract,Euphoric,"Vibrant, Warm, Red, Orange, Yellow, Blue, Brown","Trippy, Festival, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource814.jpeg,Vortex of Vitality,Psychedelic,Tame Impala,Colorful Spirals of Sound,Abstract,Euphoric,"Vibrant, Colorful, Yellow, Red, Blue, Green","Trippy, Contemporary, Festival"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource44.jpg,Polarized Serenity,Indie,Aurora,Ice Trails,Abstract,Wanderlust,"Blue, White, Cool Tone","Winter, Contemporary, Trippy, Nature"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90039.jpeg,Dreaming in Motion,Psychedelic,Tame Impala,Light Trails (Dreamscape),Abstract,Calming,Black And White,"Trippy, Contemporary, Stoner"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90062.jpeg,Blurred Horizons,Psychedelic,Tame Impala,Blurred Horizons,"Abstract, Surreal","Euphoric, Rebellious","Red, Blue, Yellow","Trippy, Graffiti, Hipstoric, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource321.jpg,Midnight Drift,Psychedelic,Tame Impala,Midnight Blue,"Abstract, Surreal","Calming, Lonely","Blue, Dark","Contemporary, Trippy, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource236.jpg,Cosmic Reflections,Psychedelic,Dreamwave Collective,Pink Horizons,Abstract,"Calming, Wanderlust","Pink, Purple, Blue, Warm Tones","Contemporary, Boho, Trippy"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PF0514A21.jpeg,Chromatic Swirl,Psychedelic,Tame Impala,Vivid Realms,"Abstract, Maximalist",Euphoric,"Vibrant, Colorful, Blue, Yellow, Green, Pink, Purple, Black","Trippy, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCTEA02022PRO.jpeg,Tea Whirl,Psychedelic,Tame Impala,Tea Whirl,Abstract,Euphoric,"Vibrant, Yellow, Blue, Orange, Red","Summer, Boho, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource495.jpg,Serene Dreamscape,Indie/Psychedelic,Tame Impala,Echoes of Spring,"Abstract, Nature","Calming, Euphoric","Vibrant, Green, Blue, Yellow","Trippy, Spring, Forest, Boho"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PF0514A4.jpeg,Passionate Strokes,Psychedelic,Tame Impala,Vibrant Embrace,Abstract,Euphoric,"Vibrant, Pink, Orange, Warm","Contemporary, Neon, Summer, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource97.jpg,Layers of Vibrance,Indie,M83,Cosmic Stroll,Surreal,Wanderlust,Vibrant,"Hipstoric, Trippy, Contemporary, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324114.jpeg,Serenity in Motion,Psychedelic,Tame Impala,Waves of Serenity,Nature,Calming,"Vibrant, Yellow, Green, Pink, Warm, Colorful","Forest, Fall, Boho, Trippy, Spring"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224199.jpeg,Azure Waves of Serenity,Indie,Aurora,Blue Dreams,Abstract,Calming,Blue,"Trippy, Neon, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90050.jpeg,Ethereal Whispers in Motion,Ambient,Jónsi,Veil of Dreams,Abstract,Calming,White,"Contemporary, Stoner, Trippy, Surreal"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource801.jpeg,Tornado in Mystery,Psychedelic,Tame Impala,Flow of Color,Abstract,Euphoric,"Vibrant, Colorful, Yellow, Blue, Cool Tone, Black","Contemporary, Trippy, Stoner, Hipstoric, Graffiti"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224135.jpeg,Kaleidoscope Vibrance,Psychedelic,Tame Impala,Kaleidoscope Harmony,Abstract,Euphoric,"Vibrant, Yellow, Green, Blue","Trippy, Contemporary, Festival, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324125.jpeg,Radiance in Motion,Psychedelic,Tame Impala,Chromatic Voyage,Abstract,Euphoric,"Vibrant, Blue, Red, Yellow","Trippy, Graffiti, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99012.jpeg,Boundless Horizons,Psychedelic Pop,Tame Impala,Colors of the Sky,"Abstract, Nature, Surreal","Wanderlust, Euphoric","Vibrant, Blue, Purple, Yellow, Green, Pink","Trippy, Summer, Stoner, Contemporary, Forest"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90041.jpeg,"""Waves of Elegance: A Dream in Gold and Black""",Instrumental Ambient,Hans Zimmer,"""Ethereal Light Trails""",Abstract,Mysterious,"Dark, Black And White, Yellow, Gold, Brown","Trippy, Contemporary, Stoner, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241110.jpeg,Whimsical Gradients of Nature,Psychedelic,Tame Impala,Serene Echoes,Abstract,Calming,"Green, Yellow, Brown, Pink","Forest, Trippy, Boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource535.jpg,Of Calm Landscapes and Reflections,Ambient,Moby,Reflections in Still Water,Abstract,Calming,"Blue, Cool Tone","Contemporary, Forest, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource80.jpg,Reflections in Blue and Green,Indie,Bon Iver,Reflections of the Deep,Nature,Calming,"Blue, Green, White, Cool Tone, Dark","Beach, Surf, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource288.jpg,Smoky Horizon,Psychedelic,Tame Impala,Colors in Motion,Abstract,Euphoric,"Vibrant, Colorful, Orange, Blue, Black, Warm, Purple","Contemporary, Trippy, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource528.jpg,Blurry Harmony,Psychedelic Rock,Tame Impala,Euphoric Fields,Abstract,Euphoric,Blue Yellow Green Orange,Trippy Neon Stoner
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224166.jpeg,Harmony in Vivid Blooms,Psychedelic,Tame Impala,Dreams in Color,Abstract,Euphoric,"Vibrant, Red, Blue, Green, Yellow","Trippy, Neon, Contemporary, Hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource294.jpg,Dreamlike Haze,Psychedelic,Tame Impala,Rainbow Reverie,Abstract,Calming,"Red, Orange, Yellow, Blue, Purple","Trippy, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource403.jpg,Horizon Blaze,Psychedelic,Tame Impala,"""Golden Currents""",Abstract,Euphoric,"Vibrant, Orange, Yellow, Warm","Trippy, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource430.jpg,Ripened Dreams,Indie,Bon Iver,Ripple in Yellow,Abstract,Calming,"Yellow, White, Neutral Tones","Minimalist, Trippy, Contemporary, Surreal"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PF0514A35.jpeg,Energetic Abyss,Psychedelic Rock,Tame Impala,Let It Happen,Abstract,Euphoric,"Blue, Yellow, Black","Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource346.jpg,Oceanic Serenity,Indie,Bon Iver,Deep Blue Reflections,Abstract,Calming,"Cool Tone, Blue, Dark","Contemporary, Beach, Surf, Trippy, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource347.jpg,The Fluid Blue Symphony,Psychedelic,Tame Impala,Ripple of Dreams,Abstract,Calming,Blue,"Contemporary, Trippy, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224129.jpeg,Dreamscape Reflections,Psychedelic Rock,Tame Impala,Through the Clouded Lens,"Surreal, Abstract","Euphoric, Wanderlust","Vibrant, Pink, Blue, Yellow, Magenta, Warm Tone","Trippy, Festival, Stoner, Boho, Neon, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource19.jpg,Twilight Serenity,Indie,Bon Iver,Under Quiet Skies,"Nature, Minimalist",Calming,"Dark Blue, Purple, White, Red","Forest, Space, Trippy"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsB41.jpeg,Dreamscape Fusion,Psychedelic,Tame Impala,Feels Like We Only Go Backwards,"Surreal, Abstract",Euphoric,"Red, Gold, Blue","Trippy, Contemporary, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324136.jpeg,Luminous Motion,Psychedelic,Tame Impala,Electric Currents,Abstract,Euphoric,Colorful And Orange,"Trippy, Neon, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241159.jpeg,Dancing Planets of Imaginarium,Psychedelic Rock,Tame Impala,Cosmic Swirl,Surreal,Euphoric,"Vibrant And Colorful (Red, Yellow, Blue, Orange)","Trippy, Contemporary, Festival"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsR15.jpeg,Spirals in Mystery,Psychedelic Rock,Tame Impala,Kaleidoscope Dreams,Abstract,Euphoric,Vibrant,"Graffiti, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource268.jpg,Dreamy Nature Blur,Indie,Bon Iver,Holocene,Abstract,Calming,"Green, Blue","Contemporary, Trippy, Nature"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource170.jpg,Radiant Echoes of the Abyss,Psychedelic,Tame Impala,Luminescent Dreams,Abstract,Mysterious,"Dark, Black, Brown, Gold, White, Red","Trippy, Stoner, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource650.jpg,Urban Symphony,Psychedelic,Tame Impala,Vibrant Horizons,Abstract,Euphoric,"Vibrant, Colorful, Red, Blue, Purple, Orange","Contemporary, Trippy, Neon, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource696.jpg,Blossoming Vistas,Psychedelic,Tame Impala,Blooming Palette,Abstract,Euphoric,"Turquoise, Orange, Brown, Blue, Purple, Red","Spring, Trippy, Boho, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource397.jpg,Whispers of the Pond,Indie,Florence + the Machine,Whispers of the Pond,"Abstract, Nature",Calming,"Green, Yellow, White","Flower, Nature, Trippy, Boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource415.jpg,The Euphoria Chair,Psychedelic,Tame Impala,Motion in Color,"Abstract, Surreal",Euphoric,"Vibrant, Blue, Pink, Red, Turquoise","Trippy, Surreal, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource675.jpg,Rhythmic Vibrance,Psychedelic,Tame Impala,Maze of Colors,Abstract,Euphoric,"Vibrant, Colorful, Blue, Yellow, Green, Purple","Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource157.jpg,Dream Layers at the Palazzo,Indie,Tame Impala,Venetian Daze,Surreal,Euphoric,Vibrant,"Trippy, Contemporary, Hipstoric"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS8810.jpeg,Bold Rhythm in Color,Psychedelic,Tame Impala,Vivid Frequencies,Abstract,Euphoric,"Vibrant, Yellow, Red, Blue, Black","Graffiti, Neon, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource21.jpg,Reflections of the Soul,Indie,Bon Iver,Depths of Blue,Abstract And Nature,Calming,"Blue, Neutral","Nature, Surf, Contemporary, Trippy, Summer"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsZ17.jpeg,Chaotic Harmony,Hip Hop,Kendrick Lamar,Blue Vortex,Abstract,Rebellious,"Black And White, Blue","Graffiti, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324148.jpeg,Celestial Spiral of Mystery,Psychedelic Rock,Pink Floyd,Eternal Spiral,Abstract,Euphoric,"Vibrant, Colorful, Red, Blue, Purple, Brown","Space, Trippy, Stoner, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99024.jpeg,Dreamscape Voyage,Psychedelic,Tame Impala,Wanderer's Horizon,"Abstract, Surreal","Wanderlust, Calming",Vibrant,"Nature, Trippy, Adventure"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource308.jpg,Reflections in Blue,Indie,Tame Impala,Reflections in Blue,Abstract,Calming,Blue,"Trippy, Beach"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PF0514A36.jpeg,Euphoria in Color,Psychedelic Pop,Tame Impala,Dreamworld Vibes,Surreal,Euphoric,"Vibrant, Blue, Purple, Pink, Yellow, Teal","Trippy, Neon, Summer"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PF0514A33.jpeg,Cosmic Pulse,Psychedelic,Tame Impala,Ephemeral Glow,Abstract,Euphoric,"Vibrant, Yellow, Purple, Blue, Pink, Gold","Space, Trippy, Neon, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource822.jpeg,Blurry Horizons,Psychedelic,Tame Impala,Lost in the Hues,"Abstract, Surreal","Calming, Euphoric, Wanderlust","Warm Tone, Vibrant, Orange, Yellow","Trippy, Boho, Contemporary, Festival"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource138.jpg,Dreamscape Reflections,Psychedelic,Tame Impala,Neon Reverie,Abstract,Euphoric,"Vibrant, Colorful, Pink, Blue, Purple","Trippy, Neon, Graffiti"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241153.jpeg,Euphoria in Veins,Psychedelic Rock,Tame Impala,Golden Lull,Abstract,Euphoric,"Vibrant, Red, Gold, Yellow, Black, Warm Tone","Trippy, Festival, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource371.jpg,The Blossoming Blur,Psychedelic,Tame Impala,Petal Reverie,"Abstract, Nature, Flower Head",Calming,"Pink, Lilac, White, Green","Flower, Boho, Trippy, Spring"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource171.jpg,Radiant Haze,Indie,Tame Impala,Echoes in Amber,Abstract,Calming,Orange Yellow Warm Tone,Boho Trippy Contemporary Summer
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFMJB3.jpeg,Euphoric Transformation,Psychedelic,Tame Impala,Colorful Awakening,Abstract,Euphoric,"Vibrant, Colorful, Red, Blue, Purple, Brown","Trippy, Boho, Festival, Graffiti, Neon"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS8808.jpeg,Wild Sax Melodies,Jazz,Charlie Parker,Improvisation in Motion,Abstract,Euphoric,"Black And White, Orange, Yellow","Contemporary, Trippy, Retro"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241120.jpeg,Dreamscape in Blue,Indie,Aurora,Misty Horizons,Abstract,Calming,"Blue, Cool Tone","Trippy, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224194.jpeg,Dreamscape Reflections,Psychedelic,Bon Iver,Golden Reverie,Abstract,Calming,"Blue, Orange, Yellow, Warm","Beach, Nature, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource585.jpg,Circles of Serenity,Psychedelic,Tame Impala,Abstract Flow,"Abstract, Nature",Calming,"Blue, Cool Tone, Green","Contemporary, Beach, Trippy"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS8813.jpeg,Vibrant Spiral of Mood,Psychedelic,Tame Impala,The Slow Rush,Abstract,Euphoric,"Yellow, Black","Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource592.jpg,Blurred Symphony of Nature,Psychedelic,Tame Impala,Tree of Dreams,Abstract,Calming,"Pink, Green, Yellow, Brown","Forest, Trippy, Boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource605.jpg,Vivid Loops of Liberation,Psychedelic,Tame Impala,Colorscape Reverie,Abstract,Euphoric,"Black, Blue, Green, Purple, Pink, Red, Orange, Yellow","Trippy, Graffiti, Contemporary, Festival"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9906928.jpeg,Ethereal Bloomscape,Psychedelic,Florence and the Machine,Blue Reverie,"Abstract, Nature, Flower Head","Calming, Euphoric","Blue, Purple, Vibrant, Cool Tone","Flower, Spring, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC1102241106.jpeg,Cosmic Rays in Bloom,Psychedelic,Tame Impala,Electric Bloom,Abstract,Euphoric,"Blue, Purple, Vibrant, Dynamic","Trippy, Neon, Contemporary, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource514.jpg,Waves of Color,Psychedelic,Tame Impala,Waves of Color,"Abstract, Surreal","Wanderlust, Euphoric","Vibrant, Blue, Yellow, White","Trippy, Surf, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99049.jpeg,The Fiery Seascape,Ambient,Brian Eno,Deep Blue Day,Surreal,Calming,"Blue, Orange","Trippy, Beach"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource338.jpg,Ripples in Serenity,Psychedelic,Tame Impala,Ripples in Blue,Abstract,Calming,"Blue, Cool Tone","Contemporary, Beach, Trippy"
